1;0;1657;13.500000;2013;0.000000;0.0
1;1;1645;13.500000;1987;0.495667;0.0
1;2;1633;13.500000;1991;-0.498099;0.0
1;3;1644;13.500000;1998;1.036423;0.0
1;4;1623;13.500000;2005;4.425705;0.0
1;5;1641;13.500000;2008;2.708420;0.0
2;0;614;13.400000;719;0.000000;0.0
2;1;643;13.400000;718;-0.437392;0.0
2;2;665;13.400000;719;1.119918;0.0
2;3;660;13.400000;733;2.015446;0.0
2;4;625;13.400000;725;-1.465152;0.0
2;5;638;13.400000;736;3.926283;0.0
2;6;644;13.400000;733;3.567454;0.0
2;7;650;13.400000;743;2.922136;0.0
3;0;1680;14.100000;2046;0.000000;0.0
3;1;1669;14.100000;2036;-1.139039;0.0
3;2;1684;14.100000;2038;1.351500;0.0
4;0;709;13.700000;771;0.000000;0.0
4;1;708;13.700000;758;-1.043386;0.0
4;2;718;13.700000;759;0.784691;0.0
4;3;720;13.700000;764;1.923147;0.0
4;4;710;13.700000;771;3.642441;0.0
4;5;722;13.700000;769;2.375889;0.0
5;0;4978;14.300000;1682;0.000000;0.0
5;1;4982;14.300000;1677;0.375189;0.0
5;2;4975;14.300000;1681;-0.367947;0.0
5;3;4987;14.300000;1690;1.836417;0.0
5;4;4965;14.300000;1688;-1.571415;0.0
5;5;4969;14.300000;1692;4.248087;0.0
5;6;4978;14.300000;1700;3.188380;0.0
6;0;5007;12.700000;1658;0.000000;0.0
6;1;5015;12.700000;1655;-0.575049;0.0
6;2;5018;12.700000;1655;-0.105671;0.0
6;3;5021;12.700000;1657;0.784691;0.0
6;4;5016;12.700000;1671;3.327782;0.0
6;5;5020;12.700000;1665;2.700986;0.0
7;0;2740;13.900000;908;0.000000;0.0
7;1;2746;13.900000;896;-0.000796;0.0
7;2;2741;13.900000;904;-1.046664;0.0
7;3;2758;13.900000;903;1.189647;0.0
7;4;2756;13.900000;912;2.033790;0.0
7;5;2736;13.900000;907;-1.571415;0.0
7;6;2730;13.900000;911;4.458085;0.0
7;7;2751;13.900000;914;2.543676;0.0
7;8;2740;13.900000;914;3.839530;0.0
7;9;2746;13.900000;921;3.183324;0.0
8;0;3590;12.400000;1259;0.000000;0.0
8;1;3600;12.400000;1259;0.391570;0.0
8;2;3589;12.400000;1260;-0.880150;0.0
8;3;3606;12.400000;1258;0.800565;0.0
8;4;3590;12.400000;1274;3.946692;0.0
8;5;3609;12.400000;1265;1.348855;0.0
8;6;3602;12.400000;1269;2.033790;0.0
8;7;3600;12.400000;1281;2.935408;0.0
8;8;3605;12.400000;1273;2.219108;0.0
9;0;2994;13.400000;936;0.000000;0.0
9;1;3003;13.400000;945;-0.034681;0.0
9;2;3008;13.400000;954;0.579260;0.0
9;3;2988;13.400000;959;-1.381433;0.0
9;4;3016;13.400000;960;1.412404;0.0
9;5;2979;13.400000;963;4.636909;0.0
9;6;2996;13.400000;973;3.692500;0.0
9;7;3021;13.400000;964;1.719064;0.0
9;8;3015;13.400000;972;2.239152;0.0
10;0;679;14.700000;740;0.000000;0.0
10;1;695;14.700000;733;0.308923;0.0
10;2;678;14.700000;742;-1.126147;0.0
10;3;705;14.700000;738;0.953821;0.0
10;4;706;14.700000;746;1.392079;0.0
10;5;702;14.700000;748;1.597198;0.0
10;6;698;14.700000;752;2.098207;0.0
10;7;682;14.700000;757;3.910897;0.0
10;8;693;14.700000;761;2.986482;0.0
11;0;1509;13.800000;156;0.000000;0.0
11;1;1507;13.800000;137;-0.097268;0.0
11;2;1497;13.800000;146;4.626264;0.0
11;3;1514;13.800000;137;0.677936;0.0
11;4;1517;13.800000;152;2.144430;0.0
11;5;1505;13.800000;158;3.314047;0.0
12;0;3538;14.200000;1248;0.000000;0.0
12;1;3522;14.200000;1220;0.593009;0.0
12;2;3511;14.200000;1221;-0.251788;0.0
12;3;3501;14.200000;1223;-0.963671;0.0
12;4;3497;14.200000;1232;-1.571415;0.0
12;5;3530;14.200000;1235;1.771125;0.0
12;6;3503;14.200000;1242;3.968519;0.0
12;7;3518;14.200000;1255;2.960949;0.0
12;8;3531;14.200000;1249;2.364032;0.0
13;0;1689;13.900000;2027;0.000000;0.0
13;1;1665;13.900000;2017;0.964575;0.0
13;2;1670;13.900000;2022;1.328602;0.0
13;3;1659;13.900000;2021;0.961430;0.0
13;4;1647;13.900000;2020;-0.433173;0.0
13;5;1653;13.900000;2016;0.250217;0.0
13;6;1632;13.900000;2024;-1.398560;0.0
13;7;1665;13.900000;2028;1.682903;0.0
13;8;1657;13.900000;2030;2.002554;0.0
14;0;1167;12.000000;1678;0.000000;0.0
14;1;1158;12.000000;1686;-0.000796;0.0
14;2;1166;12.000000;1688;0.581997;0.0
14;3;1153;12.000000;1693;-0.596939;0.0
14;4;1169;12.000000;1696;1.139454;0.0
14;5;1146;12.000000;1697;-1.220708;0.0
14;6;1169;12.000000;1701;1.622760;0.0
14;7;1168;12.000000;1704;1.916696;0.0
14;8;1164;12.000000;1712;2.584680;0.0
14;9;1144;12.000000;1721;3.765267;0.0
15;0;4972;13.400000;1667;0.000000;0.0
15;1;4959;13.400000;1653;-0.786106;0.0
15;2;4969;13.400000;1656;0.187431;0.0
15;3;4961;13.400000;1660;-1.261729;0.0
15;4;4975;13.400000;1659;1.122624;0.0
15;5;4962;13.400000;1665;4.248087;0.0
15;6;4971;13.400000;1669;2.773645;0.0
15;7;4958;13.400000;1669;4.072793;0.0
16;0;5015;13.500000;1674;0.000000;0.0
16;1;5027;13.500000;1669;0.136273;0.0
16;2;5033;13.500000;1668;0.674014;0.0
16;3;5024;13.500000;1672;-0.440607;0.0
16;4;5037;13.500000;1677;1.651080;0.0
16;5;5022;13.500000;1683;3.784361;0.0
17;0;530;14.100000;232;0.000000;0.0
17;1;544;14.100000;243;1.155642;0.0
17;2;528;14.100000;241;-1.059068;0.0
17;3;534;14.100000;255;3.443697;0.0
18;0;1135;12.900000;1682;0.000000;0.0
18;1;1109;12.900000;1678;-0.804282;0.0
18;2;1117;12.900000;1677;-0.063214;0.0
18;3;1123;12.900000;1683;1.036423;0.0
18;4;1105;12.900000;1686;-1.522674;0.0
18;5;1116;12.900000;1692;3.407061;0.0
18;6;1129;12.900000;1690;1.920885;0.0
18;7;1115;12.900000;1710;3.236887;0.0
19;0;1707;13.200000;2034;0.000000;0.0
19;1;1707;13.200000;2027;0.607064;0.0
19;2;1688;13.200000;2032;-1.458690;0.0
19;3;1712;13.200000;2031;1.309563;0.0
19;4;1695;13.200000;2034;4.493093;0.0
19;5;1715;13.200000;2035;1.739274;0.0
20;0;593;12.900000;205;0.000000;0.0
20;1;582;12.900000;188;-0.022070;0.0
20;2;573;12.900000;183;-0.445780;0.0
20;3;569;12.900000;193;-0.983467;0.0
20;4;587;12.900000;196;0.635775;0.0
20;5;596;12.900000;201;1.445820;0.0
20;6;565;12.900000;201;-1.466540;0.0
20;7;576;12.900000;211;3.685708;0.0
20;8;595;12.900000;208;1.988373;0.0
20;9;587;12.900000;215;2.767832;0.0
21;0;632;15.000000;742;0.000000;0.0
21;1;640;15.000000;743;0.425862;0.0
21;2;631;15.000000;752;4.285112;0.0
21;3;636;15.000000;756;3.385785;0.0
21;4;643;15.000000;758;2.538566;0.0
22;0;3595;13.600000;897;0.000000;0.0
22;1;3604;13.600000;908;-0.456834;0.0
22;2;3619;13.600000;908;0.507976;0.0
22;3;3622;13.600000;919;1.225510;0.0
22;4;3599;13.600000;913;-0.862864;0.0
22;5;3619;13.600000;924;1.774188;0.0
22;6;3601;13.600000;924;4.569870;0.0
22;7;3611;13.600000;935;3.140796;0.0
22;8;3626;13.600000;934;2.213615;0.0
23;0;693;15.400000;30;0.000000;0.0
23;1;670;15.400000;27;-0.947453;0.0
