1;supply_node;737;10.500000;823;-1.570000;0
1;supply_node;777;9.800000;885;-1.570000;0
1;supply_node;748;10.200000;880;-1.570000;0
1;supply_node;640;15.700000;733;-1.570000;0
1;supply_node;806;9.900000;775;-1.570000;0
1;supply_node;765;9.900000;874;-1.570000;0
1;supply_node;676;11.000000;833;-1.570000;0
1;supply_node;777;10.600000;771;-1.570000;0
1;supply_node;748;10.300000;893;-1.570000;0
1;supply_node;719;11.000000;865;-1.570000;0
1;supply_node;725;10.500000;842;-1.570000;0
1;supply_node;778;9.700000;842;-1.570000;0
1;supply_node;738;10.600000;897;-1.570000;0
1;supply_node;737;11.200000;740;-1.570000;0
1;supply_node;717;13.200000;772;-1.570000;0
1;supply_node;717;11.300000;874;-1.570000;0
1;supply_node;784;9.600000;897;-1.570000;0
1;supply_node;667;11.400000;640;-1.570000;0
1;supply_node;795;9.500000;887;-1.570000;0
1;supply_node;804;9.500000;871;-1.570000;0
1;supply_node;793;9.500000;891;-1.570000;0
1;supply_node;796;9.500000;878;-1.570000;0
1;supply_node;803;9.500000;848;-1.570000;0
1;supply_node;785;9.700000;812;-1.570000;0
1;supply_node;785;9.700000;812;-1.570000;0
1;supply_node;787;9.600000;820;-1.570000;0
1;supply_node;793;9.600000;880;-1.570000;0
1;supply_node;794;9.500000;886;-1.570000;0
1;supply_node;791;9.500000;897;-1.570000;0
1;supply_node;807;9.500000;868;-1.570000;0
1;supply_node;791;9.500000;896;-1.570000;0
1;supply_node;806;9.500000;845;-1.570000;0
1;supply_node;793;9.500000;904;-1.570000;0
1;supply_node;791;9.500000;892;-1.570000;0
1;supply_node;802;9.500000;872;-1.570000;0
1;supply_node;794;9.600000;807;-1.570000;0
1;supply_node;804;9.500000;842;-1.570000;0
1;supply_node;789;9.600000;824;-1.570000;0
1;supply_node;799;9.500000;877;-1.570000;0
1;supply_node;805;9.500000;870;-1.570000;0
1;supply_node;795;9.500000;891;-1.570000;0
1;arms_factory;784;10.400000;778;-1.570000;0
1;arms_factory;769;10.500000;796;-1.570000;0
1;arms_factory;752;11.000000;794;-1.570000;0
1;arms_factory;743;10.400000;898;-1.570000;0
1;arms_factory;794;9.500000;889;-1.570000;0
1;arms_factory;739;10.700000;886;-1.570000;0
1;industrial_complex;735;11.400000;798;-1.570000;0
1;industrial_complex;739;10.700000;886;-1.570000;0
1;industrial_complex;750;10.200000;874;-1.570000;0
1;industrial_complex;728;12.500000;765;-1.570000;0
1;industrial_complex;693;13.200000;708;-1.570000;0
1;industrial_complex;738;10.500000;859;-1.570000;0
1;air_base;762;10.200000;902;-1.570000;0
1;bunker;784;9.600000;894;-1.570000;0
1;bunker;746;11.000000;739;-1.570000;0
1;bunker;773;9.800000;874;-1.570000;0
1;bunker;797;9.700000;798;-1.570000;0
1;bunker;785;9.600000;897;-1.570000;0
1;bunker;728;11.100000;807;-1.570000;0
1;bunker;751;10.200000;891;-1.570000;0
1;bunker;786;9.600000;883;-1.570000;0
1;bunker;723;10.900000;814;-1.570000;0
1;bunker;730;11.100000;886;-1.570000;0
1;bunker;653;11.700000;667;-1.570000;0
1;bunker;742;12.100000;643;-1.570000;0
1;bunker;741;12.000000;639;-1.570000;0
1;bunker;757;10.000000;865;-1.570000;0
1;bunker;793;9.500000;887;-1.570000;0
1;bunker;718;10.800000;858;-1.570000;0
1;bunker;800;9.600000;849;-1.570000;0
1;bunker;713;12.100000;641;-1.570000;0
1;bunker;695;12.600000;652;-1.570000;0
1;bunker;745;10.400000;844;-1.570000;0
1;bunker;746;10.400000;893;-1.570000;0
1;bunker;767;10.800000;771;-1.570000;0
1;bunker;743;10.300000;901;-1.570000;0
1;bunker;785;9.600000;880;-1.570000;0
1;bunker;723;10.900000;814;-1.570000;0
1;bunker;708;13.700000;772;-1.570000;0
1;bunker;768;9.900000;825;-1.570000;0
1;bunker;684;10.900000;828;-1.570000;0
1;bunker;796;9.600000;849;-1.570000;0
1;bunker;638;13.000000;757;-1.570000;0
1;bunker;759;10.000000;832;-1.570000;0
1;bunker;711;12.400000;650;-1.570000;0
1;bunker;730;11.500000;748;-1.570000;0
1;bunker;749;11.900000;697;-1.570000;0
1;bunker;786;10.400000;775;-1.570000;0
1;bunker;740;12.200000;688;-1.570000;0
1;bunker;785;9.700000;815;-1.570000;0
